9.999999999999941158e-01,8.138355592514051606e-01,6.812146921113598763e-01,7.182102794180729166e-01,4.563056888046537751e-01,7.961807516976281418e-01,4.906296560828047881e-01,5.562546339062984790e-01,7.252153621139529882e-01,6.136965028775126507e-01,4.699810170891602912e-01,5.268348605941853835e-01,6.269290997633839568e-01,6.461956887833032459e-01,6.618208726996522850e-01,4.718439446623280409e-01,5.444434376874002224e-01,4.860157340456360830e-01,5.075641532904343611e-01,5.598473524734520756e-01,4.001773898012650488e-01,4.106081066913091493e-01,4.403754475968468807e-01,4.331922434228309693e-01,1.899521516665205259e-02,4.956552861677622768e-01,3.907431741693188909e-02,1.227754136497981458e-01,4.337981880998749151e-01,2.909207541974610511e-01,nan,1.977278931830239173e-01,5.473567882197034606e-01,nan,5.237877960151273715e-01,nan,nan,5.244458671489732327e-01,2.763304520841995404e-01,6.078676762623570484e-01,5.045912271250811015e-02,4.927281105811032180e-01,6.631139230215568059e-01,5.237019747397123615e-01,2.343699621686473333e-01,nan,1.155327184064286472e-01,6.312166804072433246e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan
8.138355592514051606e-01,9.999999999999966693e-01,6.593544367011856533e-01,7.157747892232301234e-01,4.398010845081192222e-01,7.840253960790539711e-01,4.837594965131308822e-01,5.645323853553477766e-01,7.595000270157775679e-01,6.443449662402100930e-01,4.691067852851436570e-01,5.280839060204763902e-01,6.330557548052271333e-01,6.485424558041402721e-01,6.587902354626175017e-01,4.725112606169204477e-01,5.629457844842318259e-01,4.754413768085434255e-01,5.102441979934041472e-01,5.679207231556034907e-01,4.005246342177402052e-01,4.132751033958261822e-01,3.522378963353783865e-01,4.372982892690156498e-01,1.370136029519100282e-02,4.951934477414061120e-01,4.605868916314751621e-02,1.378082209377731460e-01,3.964591648039818006e-01,2.906119311532355254e-01,nan,1.625995749965876702e-01,6.250439368956576258e-01,nan,5.418289890943048803e-01,nan,nan,5.317851750430194757e-01,2.884202870280275222e-01,6.053477990836457767e-01,5.019028421775754978e-02,4.878486759553971042e-01,6.951686041897171542e-01,5.245108101757496311e-01,2.112087189991083136e-01,nan,1.251053453962601425e-01,6.000699459843301664e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan
6.812146921113598763e-01,6.593544367011856533e-01,1.000000000000046851e+00,6.474306893094563531e-01,4.776243465398599675e-01,7.051974855583394985e-01,5.097470233618333069e-01,5.534326041470276625e-01,6.482829928200475322e-01,5.577719657829780520e-01,4.928361710837687593e-01,5.708393778444657007e-01,6.106015424355002441e-01,6.025308003879532581e-01,6.561332493677625166e-01,4.650713218782739911e-01,5.586324415780796748e-01,5.062230858161860247e-01,5.041944914439525638e-01,5.107844005994923720e-01,4.416120442848093797e-01,4.061631653399082609e-01,3.617195255031387391e-01,4.073346844088521768e-01,3.007683873646416206e-02,4.725814419515588782e-01,3.766781819490047645e-02,1.016663195520354501e-01,4.232885390369300893e-01,3.242088389107470325e-01,nan,1.759457103623341678e-01,5.321423165687498846e-01,nan,4.636333327345970590e-01,nan,nan,5.224607816411344086e-01,2.845181887588860703e-01,5.363477977614802272e-01,5.907926183053750085e-02,5.038705455491697682e-01,5.959559450362822419e-01,5.142823758877554940e-01,1.904887563788640048e-01,nan,1.213870802788211273e-01,5.458670869887222166e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan
7.182102794180730276e-01,7.157747892232301234e-01,6.474306893094562421e-01,1.000000000000062617e+00,4.351597499103800337e-01,7.345487320148621491e-01,4.681602582822185776e-01,5.533167887251678740e-01,6.856640184375996094e-01,5.708981761885738582e-01,4.825371738183620307e-01,5.267740019874918023e-01,6.195842314954196350e-01,6.366658160530284105e-01,6.553798635875721645e-01,4.534865206305365715e-01,5.590512311047014515e-01,4.906409346457715759e-01,5.004696084922493071e-01,5.659585856036543072e-01,3.962449479377325168e-01,3.968186635567053089e-01,3.159022420387400110e-01,4.167957252611745878e-01,1.953765250090471611e-02,4.775189644010230938e-01,2.451650888300699674e-02,8.036210383295591675e-02,3.878246677496414718e-01,2.587038927564354607e-01,nan,1.215725119270728016e-01,4.751090827345180734e-01,nan,5.131065491263949729e-01,nan,nan,5.138704401185012483e-01,2.969937393903524514e-01,5.433286396477258196e-01,4.979238065855707412e-02,4.625904320123851443e-01,6.076892411232425184e-01,5.015856689107760502e-01,1.812147842059763370e-01,nan,1.037183670868475627e-01,5.614572173813490163e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.563056888046537196e-01,4.398010845081192222e-01,4.776243465398599675e-01,4.351597499103800892e-01,1.000000000000025313e+00,4.825953906510243030e-01,3.824629726844467337e-01,4.079077164039902614e-01,4.555712294201066381e-01,4.000185627780385444e-01,3.758263608446528181e-01,4.308558283522092580e-01,4.339119220504182861e-01,4.283630649230938947e-01,4.588999999022143061e-01,3.472809727954535575e-01,4.149226425867249546e-01,3.879480383749929762e-01,3.840952962463207165e-01,3.415146330100711225e-01,3.405029183454186814e-01,2.993434798237444294e-01,2.846663907785876302e-01,2.989837655471430655e-01,2.312229824782813595e-02,3.323951140220176570e-01,3.933083243966467579e-02,7.465450984668893508e-02,3.336992171945430408e-01,2.549529249291680455e-01,nan,1.518779882368671563e-01,3.939647447330240082e-01,nan,3.318718728143452701e-01,nan,nan,3.886940516250430577e-01,2.244019127612009168e-01,3.837140572146369721e-01,3.912053123202040988e-02,4.034971098928711308e-01,4.316146073082878232e-01,3.831625225778333421e-01,1.408097805791213575e-01,nan,1.012790506674767083e-01,3.906276188798187277e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan
7.961807516976282528e-01,7.840253960790539711e-01,7.051974855583394985e-01,7.345487320148620380e-01,4.825953906510243030e-01,1.000000000000005107e+00,5.191449940020440579e-01,6.054262768051992261e-01,7.543748876541515047e-01,6.294156886508832649e-01,5.332637678636716894e-01,5.986378705424605373e-01,6.676342893594993111e-01,6.683104067517139368e-01,7.255439094713580506e-01,4.957822446752709888e-01,6.087952846817484831e-01,5.453656417050425365e-01,5.501091673407519922e-01,5.817176310119126503e-01,4.549372675522994069e-01,4.417654091949319017e-01,3.809983862278816247e-01,4.493348019585543529e-01,2.265356363489032243e-02,5.192224777582009621e-01,4.293240823721249100e-02,1.231262470553847743e-01,4.428757994840951673e-01,3.263522543679613919e-01,nan,1.686411629261728995e-01,5.666311615044450356e-01,nan,5.391262937155003598e-01,nan,nan,5.708051833685383603e-01,3.130878364227955291e-01,5.901577116349113750e-01,5.723546871986312512e-02,5.266829892505464628e-01,6.883018783321743772e-01,5.651537929069732069e-01,2.136105179403942900e-01,nan,1.252721197571216860e-01,5.994406690952903682e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.906296560828047881e-01,4.837594965131308822e-01,5.097470233618333069e-01,4.681602582822185776e-01,3.824629726844467337e-01,5.191449940020440579e-01,9.999999999998874234e-01,4.378794036828732583e-01,4.882866470335490705e-01,4.312743374962448861e-01,4.106826358408560140e-01,4.651916113388886997e-01,4.776522858210558997e-01,4.383396893622387713e-01,4.881852682664597487e-01,3.715112389682975191e-01,4.425788339401039995e-01,4.119098930676037829e-01,4.104365173067786032e-01,3.912349113646595433e-01,3.752211763914986564e-01,3.228746569231505381e-01,3.066782347030153622e-01,3.246353633715870490e-01,2.047051703518505336e-02,3.600083953849811391e-01,2.851992077348623408e-02,8.667859360081947573e-02,3.446735559024126094e-01,2.743126683657626796e-01,nan,1.333735094705912061e-01,4.469138552312728607e-01,nan,3.430404640957211426e-01,nan,nan,4.252199957604517744e-01,2.063890093297188755e-01,4.144717948879783065e-01,7.186404159903060640e-02,4.157168722843624931e-01,4.612902134034392865e-01,4.061193807846394388e-01,1.424861139767095164e-01,nan,1.218459030409624333e-01,4.118194493683060564e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.562546339062984790e-01,5.645323853553477766e-01,5.534326041470275515e-01,5.533167887251678740e-01,4.079077164039902614e-01,6.054262768051992261e-01,4.378794036828732583e-01,9.999999999999495959e-01,5.833547442969990726e-01,5.001678364205962568e-01,4.564118008164328444e-01,4.946106971843043931e-01,5.569167489328760157e-01,5.207562333138483490e-01,5.687128393354274891e-01,4.278896466979821289e-01,5.164083303066611119e-01,4.577535468068990032e-01,4.693154041994149761e-01,4.653190911375820749e-01,3.946216732438475594e-01,4.005503236791534416e-01,2.976933578921601153e-01,3.941271669391411825e-01,2.697138060751511426e-02,4.411269972763216529e-01,2.731868535816305704e-02,7.183352632266830351e-02,3.464034405051659160e-01,2.737786811636082618e-01,nan,1.519483338831632557e-01,4.568179029580199391e-01,nan,4.411425742141134032e-01,nan,nan,4.849729716814631941e-01,2.690785820478039936e-01,4.510154660960343231e-01,5.978812012204081511e-02,4.317183131024934784e-01,5.400081676196806235e-01,4.685069492433709959e-01,1.636316132668799161e-01,nan,1.169387805201737573e-01,4.501983353708247648e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan
7.252153621139529882e-01,7.595000270157776789e-01,6.482829928200474212e-01,6.856640184375996094e-01,4.555712294201066936e-01,7.543748876541516157e-01,4.882866470335490705e-01,5.833547442969990726e-01,9.999999999999539257e-01,5.993807254057941236e-01,4.994594750378684167e-01,5.546316785887349665e-01,6.476089389829841059e-01,6.287130058555200351e-01,6.677400857581833327e-01,4.890461119374859278e-01,5.928637441777061534e-01,5.129814712684503952e-01,5.224839699743460963e-01,5.600103725008167554e-01,4.287244476559388118e-01,4.313763725201212873e-01,3.574023717290303881e-01,4.438012001647387295e-01,1.971694210794813079e-02,5.057150221099860898e-01,4.393318393950149808e-02,1.049679136303635768e-01,4.069808173270610396e-01,3.031695966699856082e-01,nan,1.604415962018790609e-01,5.472856145673613559e-01,nan,5.227174468002856456e-01,nan,nan,5.594189093410424363e-01,3.003772809272370892e-01,5.623859669257268434e-01,6.345322368970421345e-02,5.006464579143377058e-01,6.617808061935376296e-01,5.342016151774769961e-01,2.082276493324621280e-01,nan,1.277308037330236734e-01,5.715227353750141903e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan
6.136965028775126507e-01,6.443449662402100930e-01,5.577719657829781630e-01,5.708981761885738582e-01,4.000185627780384889e-01,6.294156886508832649e-01,4.312743374962448861e-01,5.001678364205962568e-01,5.993807254057941236e-01,9.999999999999826805e-01,4.379426045595378736e-01,4.718158692032343726e-01,5.495520353653999823e-01,5.409814182083096945e-01,5.649029358038876181e-01,4.289215295281648133e-01,5.057400493039801992e-01,4.559004544972335427e-01,4.763839806022431289e-01,4.688016753849640894e-01,3.745105816969123702e-01,3.764183174565945977e-01,3.179379229628083170e-01,3.929542660841879864e-01,1.180302717552934345e-02,4.423145910092070032e-01,3.920946326949417693e-02,9.170053885343837363e-02,3.549624105450385758e-01,2.751386594378764650e-01,nan,1.359513248846730971e-01,4.896647630778180882e-01,nan,4.504271662225761141e-01,nan,nan,4.880774137715560013e-01,2.623550463509184416e-01,4.850323739789793587e-01,4.134088737059424257e-02,4.252808109447440144e-01,5.678631015328734488e-01,4.836997642742199566e-01,1.691390130043320117e-01,nan,1.036699098054628121e-01,4.982604507138510552e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan
